Env,Date,QV2M,T2MDEW,PS,RH2M,WS2M,GWETTOP,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_PAR_TOT,T2M_MAX,T2M_MIN,T2MWET,GWETROOT,T2M,GWETPROF,ALLSKY_SFC_SW_DNI,PRECTOTCORR
GAH1_2017,20171126,5.0,3.8,100.8,60.81,2.31,0.48,14.76,73.46,20.93,6.25,8.03,0.51,12.26,0.5,30.04,0.0
GAH1_2017,20171127,4.21,1.47,100.97,59.44,1.76,0.48,14.73,72.53,20.25,2.71,5.84,0.5,10.22,0.5,28.94,0.0
GAH1_2017,20171128,8.0,10.2,101.18,77.81,1.88,0.48,13.9,71.3,24.44,5.62,12.26,0.5,14.3,0.5,26.73,0.0
GAH1_2017,20171129,9.52,13.41,101.19,78.56,1.33,0.48,13.32,68.84,25.39,11.72,15.23,0.5,17.05,0.49,23.49,0.0
GAH1_2017,20171130,8.54,11.72,100.91,70.88,0.99,0.47,13.49,69.92,25.91,11.51,14.84,0.5,17.97,0.49,23.78,0.08
GAH1_2017,20171201,10.31,14.59,100.79,79.94,1.16,0.48,10.46,55.45,24.05,14.7,16.49,0.49,18.39,0.49,14.34,0.22
GAH1_2017,20171202,9.28,12.96,100.84,73.38,1.12,0.47,12.76,66.31,24.69,13.55,15.6,0.49,18.25,0.49,21.11,0.02
GAH1_2017,20171203,8.3,11.3,100.95,78.06,1.79,0.47,4.37,23.96,22.7,10.13,13.32,0.49,15.35,0.49,2.72,0.01
GAH1_2017,20171204,8.48,11.57,101.14,81.56,2.05,0.47,11.42,59.21,22.55,9.96,13.32,0.49,15.07,0.49,14.91,0.01
GAH1_2017,20171205,10.25,14.51,100.93,79.94,2.5,0.47,11.7,61.27,26.5,11.5,16.42,0.49,18.32,0.48,15.48,0.34
GAH1_2017,20171206,7.87,9.56,100.8,83.94,3.24,0.54,3.09,17.66,17.61,6.52,10.96,0.5,12.35,0.5,1.97,9.54
GAH1_2017,20171207,5.43,5.0,100.84,85.75,2.95,0.58,2.48,14.39,9.46,5.46,6.12,0.52,7.26,0.51,1.38,17.8
GAH1_2017,20171208,5.25,4.46,100.25,90.56,3.38,0.66,2.25,13.02,8.65,3.51,5.19,0.56,5.9,0.55,1.36,25.01
GAH1_2017,20171209,3.54,-0.97,100.56,77.5,3.45,0.62,6.83,35.04,8.28,-0.59,1.0,0.59,2.97,0.56,11.03,3.41
GAH1_2017,20171210,3.05,-2.89,101.39,73.25,2.16,0.58,14.27,69.38,9.76,-2.95,-0.36,0.58,2.17,0.56,29.35,0.05
GAH1_2017,20171211,4.15,1.24,101.01,75.12,2.24,0.57,13.39,66.41,16.19,-2.48,3.6,0.58,5.96,0.56,26.3,0.0
GAH1_2017,20171212,4.94,3.55,100.31,75.56,4.04,0.57,13.44,66.67,14.44,3.19,5.83,0.57,8.12,0.56,27.06,0.0
GAH1_2017,20171213,2.87,-3.79,100.57,57.31,2.4,0.56,12.65,62.82,12.03,-1.33,0.56,0.57,4.91,0.56,25.46,0.0
GAH1_2017,20171214,5.0,3.76,100.38,74.62,2.25,0.56,12.7,62.85,17.3,1.91,6.12,0.57,8.48,0.56,17.2,0.0
GAH1_2017,20171215,4.82,3.14,100.75,74.56,2.26,0.55,4.71,25.51,14.62,1.85,5.44,0.56,7.74,0.55,2.37,0.0
GAH1_2017,20171216,3.48,-1.15,101.34,61.88,1.45,0.55,12.9,64.84,14.5,-0.92,2.58,0.56,6.33,0.55,22.09,0.0
GAH1_2017,20171217,7.02,8.07,101.16,77.62,2.16,0.55,10.92,57.48,19.93,4.79,10.09,0.56,12.11,0.55,13.35,0.13
GAH1_2017,20171218,11.78,16.59,101.07,94.69,1.85,0.56,3.35,18.74,22.87,13.93,17.01,0.56,17.44,0.55,2.14,2.12
GAH1_2017,20171219,11.17,15.8,101.06,91.31,1.7,0.55,4.87,26.62,23.76,11.69,16.44,0.56,17.1,0.55,3.69,0.21
GAH1_2017,20171220,12.45,17.4,100.35,91.06,4.0,0.57,6.23,33.87,22.94,14.23,17.99,0.56,18.59,0.55,3.19,2.9
GAH1_2017,20171221,9.46,13.26,100.64,87.56,1.09,0.56,8.55,44.14,21.33,10.23,14.33,0.56,15.4,0.55,10.08,0.19
GAH1_2017,20171222,8.85,12.23,101.02,86.5,1.66,0.55,8.28,43.33,21.31,8.4,13.23,0.56,14.23,0.55,9.28,0.02
GAH1_2017,20171223,11.29,15.84,100.7,87.06,3.8,0.55,8.9,46.3,24.72,12.67,16.98,0.56,18.12,0.55,5.13,2.34
GAH1_2017,20171224,8.12,10.51,100.74,79.81,2.98,0.57,7.65,40.48,19.68,7.72,12.4,0.56,14.3,0.55,10.36,1.45
GAH1_2017,20171225,3.11,-2.92,101.5,60.69,3.14,0.55,13.97,67.05,10.46,0.25,1.04,0.56,4.98,0.55,26.6,0.0
GAH1_2017,20171226,4.15,0.81,101.6,71.5,2.32,0.55,12.52,62.7,14.39,-0.88,3.4,0.56,5.98,0.55,21.43,0.25
GAH1_2017,20171227,5.19,4.54,101.58,89.12,2.67,0.6,3.78,21.01,7.92,4.94,5.37,0.57,6.19,0.56,1.97,8.29
GAH1_2017,20171228,4.15,1.27,101.65,76.38,3.24,0.58,4.17,23.09,7.28,2.76,3.28,0.57,5.3,0.56,1.98,2.02
GAH1_2017,20171229,3.85,0.29,101.43,73.06,1.91,0.57,12.06,59.74,11.71,0.87,2.69,0.57,5.1,0.56,19.26,0.03
GAH1_2017,20171230,4.33,1.98,100.97,81.56,1.98,0.57,12.51,61.29,12.89,-0.67,3.52,0.57,5.06,0.56,19.67,0.01
GAH1_2017,20171231,4.09,1.03,101.09,80.5,2.35,0.59,3.93,20.96,8.33,1.01,2.67,0.57,4.31,0.56,2.86,3.99
GAH1_2018,20180101,2.2,-7.07,101.74,61.88,4.11,0.58,8.32,41.7,3.23,-5.77,-3.73,0.58,-0.38,0.56,4.65,0.18
GAH1_2018,20180102,1.53,-10.93,101.94,57.75,3.46,0.57,13.44,64.05,1.7,-6.47,-7.18,0.57,-3.42,0.56,21.9,0.0
GAH1_2018,20180103,1.83,-8.95,100.95,58.69,2.74,0.57,11.24,55.59,4.37,-4.01,-5.37,0.57,-1.78,0.56,16.54,3.23
GAH1_2018,20180104,1.89,-8.74,100.93,58.81,3.64,0.57,14.7,70.08,5.73,-5.15,-5.02,0.57,-1.31,0.56,32.37,0.0
GAH1_2018,20180105,1.95,-8.54,101.63,58.81,1.93,0.57,13.17,64.16,6.11,-5.66,-4.81,0.57,-1.07,0.56,16.97,0.0
GAH1_2018,20180106,2.26,-6.43,101.98,63.75,1.92,0.57,12.58,62.16,6.77,-3.92,-3.19,0.57,0.05,0.56,16.41,0.0
GAH1_2018,20180107,2.44,-5.62,101.96,65.69,3.1,0.56,13.36,65.0,7.88,-3.99,-2.39,0.57,0.84,0.56,21.07,0.0
GAH1_2018,20180108,4.94,2.88,101.12,84.69,2.96,0.56,8.36,43.59,10.95,-1.68,4.11,0.57,5.33,0.56,4.06,0.1
GAH1_2018,20180109,8.73,11.89,100.92,89.0,2.95,0.56,7.54,39.2,21.56,7.79,12.89,0.57,13.88,0.56,8.38,0.33
GAH1_2018,20180110,10.19,14.41,100.86,88.25,3.77,0.56,8.79,46.79,22.18,13.14,15.47,0.57,16.52,0.55,11.0,0.58
GAH1_2018,20180111,11.54,16.28,100.42,91.75,2.55,0.58,6.02,32.38,22.58,14.98,16.98,0.57,17.69,0.56,4.58,3.44
GAH1_2018,20180112,9.34,11.98,99.85,85.81,4.55,0.64,4.59,25.02,20.82,3.76,13.18,0.59,14.38,0.57,4.65,13.81
GAH1_2018,20180113,2.69,-4.49,101.22,63.75,4.25,0.6,11.91,58.94,7.83,-2.74,-1.34,0.59,1.82,0.58,15.43,0.0
GAH1_2018,20180114,2.44,-5.59,101.96,66.62,2.52,0.59,14.51,71.04,8.48,-5.38,-2.56,0.59,0.45,0.58,27.86,0.0
GAH1_2018,20180115,2.87,-3.55,101.9,66.69,1.93,0.59,14.5,71.74,10.99,-3.68,-0.42,0.59,2.73,0.58,29.17,0.0
GAH1_2018,20180116,3.72,-0.48,101.7,67.31,1.41,0.59,12.68,63.57,15.09,-2.61,2.66,0.59,5.81,0.57,14.82,0.01
GAH1_2018,20180117,2.32,-6.85,101.71,66.06,4.3,0.59,11.77,56.87,3.64,-6.51,-3.81,0.59,-0.76,0.57,19.48,0.6
GAH1_2018,20180118,2.08,-7.73,101.78,62.56,2.22,0.58,15.98,76.66,7.76,-6.67,-4.32,0.58,-0.91,0.57,33.91,0.0
GAH1_2018,20180119,2.44,-5.57,101.47,56.19,1.48,0.58,15.82,76.52,12.62,-4.16,-1.07,0.58,3.43,0.57,32.48,0.0
GAH1_2018,20180120,4.03,0.45,101.36,62.12,1.2,0.58,14.4,72.41,16.39,-1.7,4.07,0.58,7.69,0.57,23.9,0.0
GAH1_2018,20180121,5.74,5.89,101.17,74.0,1.23,0.57,15.02,76.36,19.65,3.1,8.37,0.58,10.83,0.56,28.76,0.0
GAH1_2018,20180122,9.4,12.87,100.66,89.12,3.0,0.57,8.29,43.8,22.3,7.23,13.76,0.57,14.65,0.56,4.25,0.27
GAH1_2018,20180123,6.23,6.21,100.57,69.75,3.24,0.57,15.3,75.77,17.79,5.47,9.44,0.57,12.66,0.56,26.42,0.5
GAH1_2018,20180124,4.03,1.04,101.34,67.38,2.62,0.56,12.32,60.99,13.08,2.22,4.12,0.57,7.2,0.56,11.9,0.0
GAH1_2018,20180125,3.72,-0.14,101.97,64.06,2.36,0.55,16.68,79.92,15.62,1.16,3.48,0.57,7.09,0.56,32.62,0.0
GAH1_2018,20180126,5.62,5.18,102.08,74.94,3.33,0.55,13.97,69.69,18.39,0.46,7.48,0.56,9.79,0.55,12.57,0.0
GAH1_2018,20180127,8.42,11.62,101.61,85.06,2.85,0.55,8.67,46.22,20.69,10.38,12.96,0.56,14.3,0.55,4.08,0.21
GAH1_2018,20180128,10.38,14.69,100.83,97.06,1.8,0.7,4.87,27.59,17.26,13.39,14.91,0.59,15.13,0.58,2.1,31.68
GAH1_2018,20180129,6.71,7.48,100.65,76.0,3.56,0.65,12.21,62.52,17.16,5.08,9.72,0.62,11.95,0.6,17.07,0.37
GAH1_2018,20180130,3.23,-2.31,101.47,63.44,3.41,0.63,17.29,83.13,11.02,-0.17,1.26,0.61,4.82,0.6,33.01,0.0
GAH1_2018,20180131,3.17,-2.32,101.42,63.88,1.73,0.62,17.05,83.11,14.08,-2.74,1.37,0.61,5.07,0.59,31.68,0.0
GAH1_2018,20180201,6.35,6.92,101.06,82.75,2.36,0.62,13.0,66.21,18.25,1.68,8.49,0.6,10.06,0.59,12.23,0.04
GAH1_2018,20180202,4.27,0.25,101.41,61.62,4.24,0.62,16.7,83.54,12.3,0.84,4.29,0.6,8.33,0.59,28.25,0.71
GAH1_2018,20180203,3.3,-2.12,101.48,61.19,3.41,0.61,15.98,79.0,12.33,-1.14,1.73,0.6,5.58,0.59,20.69,0.06
GAH1_2018,20180204,8.79,11.64,100.36,94.88,3.95,0.7,5.44,29.66,19.41,6.09,12.04,0.62,12.44,0.6,4.37,20.6
GAH1_2018,20180205,5.62,5.49,101.02,78.62,1.82,0.66,15.82,79.7,16.21,5.45,7.48,0.63,9.48,0.62,25.45,0.08
GAH1_2018,20180206,7.69,9.92,101.31,83.94,1.75,0.66,16.63,84.58,21.6,4.45,11.35,0.62,12.79,0.61,26.99,0.0
GAH1_2018,20180207,11.41,16.04,101.01,96.19,3.12,0.73,5.05,28.52,20.46,12.26,16.26,0.64,16.49,0.62,2.32,21.91
GAH1_2018,20180208,5.68,5.7,101.56,75.31,3.05,0.7,16.08,81.59,15.94,6.69,8.01,0.66,10.3,0.64,19.1,0.06
GAH1_2018,20180209,7.51,9.7,101.39,93.44,2.41,0.7,4.66,26.4,14.67,6.0,10.2,0.66,10.7,0.64,2.52,3.02
GAH1_2018,20180210,11.35,15.87,100.89,94.62,2.59,0.7,8.22,45.05,22.69,11.8,16.31,0.66,16.76,0.64,3.1,1.91
GAH1_2018,20180211,12.76,17.87,100.74,96.69,3.29,0.82,3.34,19.34,20.72,16.67,18.12,0.7,18.37,0.67,1.6,45.57
GAH1_2018,20180212,11.66,16.58,101.37,93.19,1.23,0.78,3.62,20.98,21.1,14.3,17.12,0.73,17.64,0.71,1.6,4.92
GAH1_2018,20180213,9.22,13.04,102.04,90.69,3.13,0.76,6.61,35.66,18.79,9.59,13.78,0.73,14.53,0.7,5.85,0.4
GAH1_2018,20180214,9.09,12.52,101.81,89.94,1.36,0.75,8.69,47.57,21.02,7.84,13.32,0.73,14.11,0.7,5.56,0.02
GAH1_2018,20180215,11.54,16.34,101.25,89.81,2.34,0.75,10.88,58.17,23.73,12.43,17.04,0.72,17.74,0.7,9.54,0.01
GAH1_2018,20180216,11.54,16.33,100.85,87.88,3.05,0.74,14.01,74.1,24.15,13.48,17.36,0.71,18.37,0.7,16.45,0.02
GAH1_2018,20180217,12.08,17.07,100.91,87.94,2.49,0.73,12.13,63.7,24.33,15.17,18.08,0.71,19.08,0.69,13.89,0.0
GAH1_2018,20180218,12.57,17.71,101.14,89.19,1.62,0.73,10.54,56.33,23.82,15.43,18.59,0.7,19.48,0.69,7.01,0.0
GAH1_2018,20180219,11.72,16.64,101.38,85.5,2.75,0.73,14.06,73.73,25.23,14.26,18.0,0.7,19.36,0.68,14.55,0.15
GAH1_2018,20180220,12.82,18.03,101.52,86.06,2.72,0.72,11.83,64.68,26.38,15.2,19.29,0.7,20.55,0.67,8.1,0.02
GAH1_2018,20180221,13.61,19.08,101.64,87.25,2.39,0.72,13.43,72.04,26.85,17.38,20.25,0.69,21.42,0.67,11.31,0.02
GAH1_2018,20180222,12.63,17.91,101.74,84.62,1.73,0.71,14.2,75.53,26.04,15.9,19.2,0.68,20.5,0.66,12.2,0.0
GAH1_2018,20180223,12.08,17.15,101.54,82.94,1.9,0.7,16.85,88.51,25.83,14.86,18.68,0.67,20.22,0.66,20.78,0.0
GAH1_2018,20180224,12.21,17.24,101.0,85.25,2.55,0.7,17.34,91.34,26.26,14.97,18.54,0.67,19.83,0.66,22.55,0.0
GAH1_2018,20180225,12.51,17.58,100.85,85.62,2.19,0.7,10.18,56.14,25.78,15.61,18.82,0.66,20.07,0.65,7.28,3.17
GAH1_2018,20180226,11.96,16.8,100.95,90.31,2.76,0.74,7.78,44.7,25.0,13.29,17.68,0.67,18.55,0.66,5.42,11.9
GAH1_2018,20180227,8.24,11.31,101.35,82.56,2.89,0.71,10.67,57.45,20.32,10.8,12.92,0.68,14.53,0.66,9.06,0.68
GAH1_2018,20180228,11.05,15.31,100.7,86.06,2.84,0.7,13.67,73.97,24.66,10.49,16.58,0.67,17.86,0.66,9.43,0.19
GAH1_2018,20180301,12.51,17.36,100.25,84.56,4.42,0.7,13.22,70.98,25.8,14.4,18.8,0.66,20.25,0.65,10.89,0.79
GAH1_2018,20180302,6.23,6.83,100.96,69.38,3.53,0.69,22.33,109.51,19.29,6.83,9.9,0.66,12.97,0.64,36.28,0.01
GAH1_2018,20180303,4.76,3.1,101.11,64.06,2.71,0.68,22.74,110.89,18.82,3.51,6.87,0.65,10.63,0.64,37.64,0.0
GAH1_2018,20180304,4.39,1.94,101.05,58.25,2.55,0.67,22.78,111.62,18.04,4.53,6.34,0.65,10.74,0.63,37.06,0.0
GAH1_2018,20180305,4.88,3.4,100.68,59.69,1.41,0.67,15.4,80.3,19.01,3.9,7.55,0.64,11.69,0.62,12.96,0.01
GAH1_2018,20180306,8.85,11.72,100.01,87.31,3.28,0.71,6.32,37.17,19.8,9.48,12.79,0.65,13.85,0.63,2.64,10.94
GAH1_2018,20180307,4.7,2.87,100.35,67.88,3.64,0.68,22.78,111.48,14.6,3.62,6.05,0.66,9.24,0.63,33.14,0.01
GAH1_2018,20180308,3.66,-0.5,100.72,66.56,3.3,0.67,23.09,113.62,12.62,0.04,2.79,0.65,6.08,0.63,35.69,0.04
GAH1_2018,20180309,4.15,1.18,100.9,65.94,1.47,0.67,22.73,112.2,16.13,-0.51,4.56,0.64,7.94,0.62,32.54,0.0
GAH1_2018,20180310,6.04,6.4,100.57,77.62,1.85,0.66,16.95,88.23,18.51,2.56,8.48,0.64,10.55,0.62,11.92,0.0
GAH1_2018,20180311,9.28,12.52,99.96,92.56,2.27,0.72,9.45,53.96,18.73,7.28,13.08,0.64,13.65,0.62,3.59,15.42
GAH1_2018,20180312,5.43,4.54,100.14,71.31,5.29,0.7,12.87,68.23,13.12,4.69,7.23,0.66,9.9,0.64,13.71,0.45
GAH1_2018,20180313,4.27,1.62,100.79,69.44,2.89,0.68,23.06,113.55,14.71,0.99,4.59,0.66,7.56,0.64,33.03,0.01
GAH1_2018,20180314,3.78,-0.09,100.87,63.44,3.32,0.67,23.53,116.32,13.99,1.7,3.66,0.65,7.41,0.63,34.69,0.0
GAH1_2018,20180315,4.21,1.15,100.86,62.19,2.27,0.66,24.79,121.13,17.87,0.37,5.04,0.64,8.94,0.62,38.51,0.01
GAH1_2018,20180316,6.59,7.74,100.7,77.12,2.15,0.66,19.7,101.16,20.75,4.19,9.98,0.63,12.21,0.62,21.63,0.01
GAH1_2018,20180317,10.62,14.73,100.44,86.0,3.03,0.66,15.28,82.98,23.33,9.43,15.9,0.63,17.07,0.62,11.69,0.37
GAH1_2018,20180318,12.51,17.48,100.12,86.25,2.35,0.67,16.06,87.25,25.09,15.75,18.75,0.62,20.03,0.62,9.67,6.29
GAH1_2018,20180319,13.79,18.91,99.56,91.25,3.06,0.74,9.19,52.92,24.95,17.05,19.69,0.66,20.47,0.63,4.92,17.25
GAH1_2018,20180320,10.8,14.53,99.24,77.25,5.05,0.7,17.93,95.88,25.19,10.14,16.76,0.66,18.98,0.64,15.53,1.34
GAH1_2018,20180321,4.58,2.61,100.39,63.0,5.3,0.67,22.88,114.16,14.83,5.06,6.23,0.65,9.84,0.63,27.44,0.0
GAH1_2018,20180322,4.15,1.23,101.26,63.94,3.2,0.66,25.39,124.63,15.9,1.65,4.87,0.64,8.51,0.62,36.59,0.0
GAH1_2018,20180323,5.31,4.64,101.33,66.81,1.83,0.66,19.61,100.86,18.78,2.83,7.94,0.63,11.23,0.62,19.36,0.0
GAH1_2018,20180324,7.75,10.12,100.77,76.75,2.53,0.66,21.1,109.64,21.23,7.68,12.38,0.63,14.65,0.62,21.01,0.0
GAH1_2018,20180325,10.68,14.83,100.57,86.12,3.88,0.66,14.0,77.4,24.78,10.69,16.08,0.62,17.35,0.62,8.31,2.08
GAH1_2018,20180326,6.96,8.69,101.51,82.06,4.22,0.66,5.8,34.83,15.3,8.46,10.23,0.62,11.78,0.62,2.78,1.24
GAH1_2018,20180327,9.52,13.26,101.37,80.06,2.72,0.65,14.59,79.8,24.22,9.79,15.15,0.62,17.03,0.61,7.07,0.01
GAH1_2018,20180328,9.16,12.78,100.92,74.19,2.94,0.63,24.1,125.69,24.92,12.25,15.4,0.62,18.03,0.6,29.96,0.0
GAH1_2018,20180329,10.86,15.23,100.53,81.5,3.62,0.62,17.31,93.44,25.15,12.08,17.01,0.61,18.8,0.59,9.84,0.74
GAH1_2018,20180330,10.01,13.94,100.76,82.0,2.9,0.71,8.86,50.34,20.04,12.09,15.56,0.63,17.19,0.62,3.13,16.82
GAH1_2018,20180331,6.59,7.96,101.18,67.0,2.95,0.65,26.15,129.97,21.55,8.97,11.3,0.62,14.65,0.61,33.36,0.01
GAH1_2018,20180401,8.0,10.71,100.83,69.75,1.09,0.64,24.66,126.06,24.46,8.53,13.78,0.62,16.85,0.61,28.69,0.0
GAH1_2018,20180402,10.25,14.32,100.5,79.0,1.93,0.62,24.15,125.7,25.8,10.23,16.33,0.61,18.36,0.6,27.42,0.0
GAH1_2018,20180403,11.54,16.28,100.4,77.81,2.59,0.61,23.97,124.8,27.76,13.34,18.33,0.6,20.37,0.59,29.61,0.01
GAH1_2018,20180404,8.97,11.48,100.48,76.62,3.34,0.62,9.76,56.85,20.8,8.52,13.75,0.6,16.02,0.59,6.28,1.42
GAH1_2018,20180405,5.13,4.09,100.93,57.25,2.5,0.59,26.44,131.56,21.95,4.81,8.81,0.59,13.53,0.59,36.67,0.0
GAH1_2018,20180406,8.73,11.89,100.47,73.81,2.66,0.59,22.58,117.39,25.83,8.54,14.6,0.59,17.31,0.58,20.0,0.07
GAH1_2018,20180407,11.35,15.66,99.73,91.38,3.27,0.63,6.87,40.95,22.35,10.73,16.37,0.59,17.07,0.59,2.83,9.04
GAH1_2018,20180408,7.39,9.31,100.2,76.44,2.27,0.61,13.57,75.04,19.66,6.55,11.51,0.6,13.71,0.59,7.18,0.22
GAH1_2018,20180409,9.58,13.4,100.44,82.69,1.95,0.6,9.97,56.29,21.42,12.46,14.95,0.59,16.51,0.59,6.99,0.24
GAH1_2018,20180410,7.81,10.39,100.75,77.31,2.78,0.6,13.63,76.22,19.6,11.26,12.48,0.59,14.58,0.58,10.97,1.37
GAH1_2018,20180411,6.29,7.18,100.96,62.44,2.03,0.58,27.18,136.62,22.94,7.99,11.35,0.59,15.52,0.58,32.85,0.0
GAH1_2018,20180412,7.57,9.85,100.98,67.38,1.87,0.57,26.65,135.4,25.28,7.87,13.36,0.58,16.86,0.57,32.47,0.0
GAH1_2018,20180413,10.56,14.94,100.71,75.0,3.36,0.55,21.29,111.68,27.81,11.93,17.51,0.57,20.07,0.56,17.18,0.0
GAH1_2018,20180414,11.54,16.31,100.47,72.62,3.59,0.55,21.74,114.73,29.23,15.94,19.22,0.56,22.12,0.55,17.93,0.02
GAH1_2018,20180415,10.31,13.78,99.9,77.88,5.43,0.7,6.79,40.17,22.8,8.51,15.77,0.6,17.76,0.59,5.8,33.75
GAH1_2018,20180416,4.58,2.52,100.66,60.31,5.04,0.63,29.04,144.45,17.23,4.01,6.51,0.61,10.49,0.59,41.09,0.02
GAH1_2018,20180417,6.53,7.44,100.76,66.81,2.73,0.61,26.26,134.77,23.48,4.47,10.91,0.6,14.37,0.59,33.16,0.0
GAH1_2018,20180418,9.4,13.0,100.55,71.69,3.85,0.59,27.79,142.03,27.9,9.3,16.01,0.59,19.03,0.59,35.32,0.0
GAH1_2018,20180419,10.25,14.09,100.6,72.5,4.12,0.58,23.44,123.91,27.19,11.73,16.87,0.59,19.65,0.58,24.6,0.0
GAH1_2018,20180420,5.92,6.28,101.18,58.31,3.57,0.56,27.89,140.81,22.7,9.46,10.69,0.58,15.09,0.57,33.89,0.0
GAH1_2018,20180421,9.09,12.4,101.2,72.38,4.15,0.56,14.75,80.65,24.67,10.51,15.05,0.57,17.71,0.56,9.97,0.32
GAH1_2018,20180422,12.02,16.94,100.78,89.12,4.84,0.68,9.41,54.76,23.29,15.69,17.88,0.59,18.83,0.58,3.15,31.43
GAH1_2018,20180423,13.37,18.5,100.15,82.38,3.6,0.7,18.75,102.43,27.16,15.09,20.19,0.63,21.88,0.62,11.99,9.29
GAH1_2018,20180424,9.83,13.74,100.14,77.62,3.3,0.65,21.38,112.99,23.06,13.03,15.88,0.62,18.01,0.61,21.19,0.1
GAH1_2018,20180425,9.89,13.86,100.16,78.0,2.8,0.62,25.26,131.8,24.35,12.27,16.02,0.61,18.19,0.6,26.51,0.0
GAH1_2018,20180426,10.31,14.33,99.99,78.62,2.2,0.64,19.1,103.31,24.47,13.33,16.4,0.61,18.48,0.59,9.38,6.05
GAH1_2018,20180427,9.03,12.44,100.04,77.5,2.11,0.62,25.0,129.88,23.19,10.68,14.66,0.61,16.89,0.59,27.49,0.1
GAH1_2018,20180428,8.85,12.16,100.34,70.69,2.32,0.6,28.71,147.93,25.78,10.48,15.31,0.6,18.46,0.59,36.38,0.0
GAH1_2018,20180429,8.0,10.64,100.79,63.5,2.6,0.59,29.38,149.57,25.92,12.67,14.64,0.59,18.63,0.58,38.58,0.0
GAH1_2018,20180430,6.59,7.8,101.16,53.5,2.44,0.57,29.19,148.22,26.69,10.58,13.12,0.58,18.43,0.57,37.99,0.0
GAH1_2018,20180501,8.06,10.78,101.23,59.0,1.81,0.55,26.46,136.64,28.42,11.83,15.71,0.57,20.64,0.56,29.9,0.0
GAH1_2018,20180502,9.22,12.93,101.31,63.62,2.19,0.54,29.17,149.3,28.8,13.67,17.14,0.56,21.35,0.56,37.24,0.0
GAH1_2018,20180503,9.77,13.75,101.2,65.25,1.81,0.53,28.22,144.84,29.85,13.35,17.73,0.55,21.72,0.55,28.63,0.0
GAH1_2018,20180504,10.19,14.42,100.93,62.88,1.23,0.52,28.54,148.23,29.82,14.58,18.64,0.55,22.86,0.55,35.54,0.0
GAH1_2018,20180505,11.11,15.69,100.52,65.88,1.2,0.52,24.05,127.52,29.44,16.33,19.4,0.55,23.12,0.54,13.44,0.0
GAH1_2018,20180506,9.64,13.31,100.33,58.69,2.52,0.51,28.66,150.45,29.73,17.37,18.17,0.54,23.02,0.53,35.27,0.0
GAH1_2018,20180507,9.77,13.65,100.5,60.62,1.92,0.49,27.23,141.95,30.41,14.62,18.22,0.53,22.77,0.53,30.92,0.0
GAH1_2018,20180508,9.95,14.04,100.65,60.19,1.55,0.48,25.96,137.07,30.67,15.58,18.62,0.52,23.22,0.52,27.77,0.0
GAH1_2018,20180509,10.74,15.16,100.71,58.25,1.6,0.48,25.34,134.38,31.69,18.01,20.04,0.52,24.91,0.52,25.07,0.0
GAH1_2018,20180510,11.29,15.98,100.71,58.44,2.17,0.48,26.54,140.57,32.95,19.03,20.83,0.52,25.7,0.52,28.66,0.0
GAH1_2018,20180511,11.23,15.87,100.7,53.5,1.33,0.47,25.07,133.44,34.3,18.11,21.55,0.51,27.24,0.51,25.4,0.0
GAH1_2018,20180512,11.78,16.58,100.72,53.19,1.45,0.46,23.18,123.32,34.33,20.93,22.19,0.5,27.8,0.5,20.62,0.17
GAH1_2018,20180513,12.27,17.19,100.61,57.75,1.62,0.46,24.67,130.97,32.9,21.24,22.13,0.5,27.08,0.5,21.07,0.16
GAH1_2018,20180514,12.45,17.39,100.46,69.19,2.11,0.47,13.5,77.54,28.87,20.08,20.72,0.5,24.05,0.49,4.29,1.33
GAH1_2018,20180515,15.32,20.72,100.18,86.0,2.28,0.56,12.85,75.62,27.01,20.4,22.01,0.52,23.3,0.51,4.24,12.72
GAH1_2018,20180516,15.08,20.43,100.12,84.0,2.66,0.59,17.95,101.36,27.41,20.47,22.0,0.53,23.56,0.52,10.06,18.34
GAH1_2018,20180517,15.01,20.39,100.02,82.06,1.77,0.57,19.19,107.29,27.97,20.66,22.14,0.55,23.9,0.54,8.45,4.84
GAH1_2018,20180518,15.38,20.81,100.24,85.06,2.58,0.56,19.77,108.6,27.21,20.9,22.23,0.55,23.64,0.54,13.1,5.35
GAH1_2018,20180519,14.04,19.35,100.57,71.25,1.67,0.54,24.62,132.44,32.46,19.22,22.63,0.55,25.91,0.54,18.17,2.71
GAH1_2018,20180520,14.59,20.05,100.88,86.19,2.33,0.59,15.04,84.66,26.55,19.53,21.32,0.55,22.6,0.55,5.12,9.14
GAH1_2018,20180521,14.65,20.08,100.74,85.38,3.09,0.6,18.92,106.01,27.22,19.29,21.48,0.57,22.88,0.55,8.82,10.47
GAH1_2018,20180522,15.75,21.27,100.66,84.56,2.77,0.62,18.1,101.47,28.8,21.0,22.76,0.58,24.26,0.57,9.83,11.15
GAH1_2018,20180523,16.05,21.53,100.66,84.19,1.87,0.62,19.45,107.68,28.66,20.64,23.07,0.59,24.62,0.57,10.5,6.93
GAH1_2018,20180524,16.48,22.01,100.63,87.88,1.45,0.66,18.42,103.22,27.23,21.45,23.12,0.6,24.23,0.59,13.14,10.98
GAH1_2018,20180525,16.24,21.68,100.44,82.56,1.51,0.66,22.76,125.21,29.66,21.15,23.4,0.61,25.13,0.59,16.42,11.33
